Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
CYP46A1	0	0	0	0	1	0	0	0	0	1	1	1
CYP4A22	0	0	0	0	1	0	0	0	0	1	1	1
CYP7A1	0	0	0	0	1	0	0	0	0	1	1	1
CYSRT1	0	0	0	0	1	0	0	0	0	1	1	1
CYTH2	0	0	0	0	0	1	0	0	0	1	1	1
CYTIP	0	0	0	0	1	0	0	0	0	1	1	1
DAAM1	0	0	0	0	1	0	0	0	0	1	1	1
DAB2	0	0	0	0	1	0	0	0	0	1	1	1
DACH2	0	0	0	0	1	0	0	0	0	1	1	1
DACT2	0	0	0	0	1	0	0	0	0	1	1	1
DAG1	0	0	0	0	1	0	0	0	0	1	1	1
DAND5	0	0	0	0	1	0	0	0	0	1	1	1
DAOA	0	0	0	0	1	0	0	0	0	1	1	1
DAP	0	0	0	0	0	1	0	0	0	1	1	1
DAP3	0	0	0	0	1	0	0	0	0	1	1	1
DAXX	0	0	0	0	1	0	0	0	0	1	1	1
DBF4	0	0	0	0	1	0	0	0	0	1	1	1
DBF4B	0	0	0	0	1	0	0	0	0	1	1	1
DBNL	0	0	0	0	1	0	0	0	0	1	1	1
DBP	0	0	0	0	1	0	0	0	0	1	1	1
DBX1	0	0	0	0	1	0	0	0	0	1	1	1
DBX2	0	0	0	0	0	0	0	1	0	1	1	1
DCAF12L2	0	0	0	0	1	0	0	0	0	1	1	1
DCAF17	0	0	0	0	1	0	0	0	0	1	1	1
DCAF4L1	0	0	0	0	1	0	0	0	0	1	1	1
DCAF8	0	0	0	0	1	0	0	0	0	1	1	1
DCD	0	1	0	0	0	0	0	0	0	1	1	1
DCDC2C	0	0	0	0	0	1	0	0	0	1	1	1
DCLK2	0	0	0	0	1	0	0	0	0	1	1	1
DCN	1	0	0	0	0	0	0	0	0	1	1	1
DCSTAMP	0	0	0	0	1	0	0	0	0	1	1	1
DCT	0	0	0	0	1	0	0	0	0	1	1	1
DCTN1	0	0	0	0	1	0	0	0	0	1	1	1
DCTN4	0	0	0	0	1	0	0	0	0	1	1	1
DCUN1D1	0	0	0	0	1	0	0	0	0	1	1	1
DCX	0	0	0	0	1	0	0	0	0	1	1	1
DCXR	0	0	0	0	1	0	0	0	0	1	1	1
DDO	0	0	0	0	0	1	0	0	0	1	1	1
DDR1	0	0	0	0	1	0	0	0	0	1	1	1
DDTL	1	0	0	0	0	0	0	0	0	1	1	1
DDX10	0	0	0	0	0	1	0	0	0	1	1	1
DDX39A	0	0	0	0	1	0	0	0	0	1	1	1
DDX41	0	0	0	0	1	0	0	0	0	1	1	1
DDX43	0	0	0	0	1	0	0	0	0	1	1	1
DDX49	0	0	0	0	1	0	0	0	0	1	1	1
DDX5	0	0	0	0	1	0	0	0	0	1	1	1
DDX51	0	0	0	0	1	0	0	0	0	1	1	1
DDX54	0	0	0	0	1	0	0	0	0	1	1	1
DDX56	0	0	0	0	1	0	0	0	0	1	1	1
DEAF1	0	0	0	0	1	0	0	0	0	1	1	1
DEFA6	0	0	0	0	1	0	0	0	0	1	1	1
DEFB105A	0	0	0	0	0	0	0	1	0	1	1	1
DEFB116	0	0	0	0	1	0	0	0	0	1	1	1
DEFB119	1	0	0	0	0	0	0	0	0	1	1	1
DEFB125	0	0	0	0	1	0	0	0	0	1	1	1
DEFB128	0	0	0	0	1	0	0	0	0	1	1	1
DEFB132	0	0	0	0	0	0	1	0	0	1	1	1
DELE1	0	0	0	0	1	0	0	0	0	1	1	1
DENND11	0	0	0	0	0	1	0	0	0	1	1	1
DENND1A	0	0	0	0	0	1	0	0	0	1	1	1
DENND1C	0	0	0	0	1	0	0	0	0	1	1	1
DENND2B	0	0	0	0	1	0	0	0	0	1	1	1
DENND2D	0	0	0	0	0	1	0	0	0	1	1	1
DENND3	0	0	0	0	1	0	0	0	0	1	1	1
DENND4C	0	0	0	0	1	0	0	0	0	1	1	1
DENND5A	0	0	0	0	1	0	0	0	0	1	1	1
DENND6A	0	0	0	0	1	0	0	0	0	1	1	1
DENND6B	0	0	0	0	1	0	0	0	0	1	1	1
DEPDC1	0	0	0	0	1	0	0	0	0	1	1	1
DEPDC1B	0	0	0	0	0	1	0	0	0	1	1	1
DEPDC7	0	0	0	0	1	0	0	0	0	1	1	1
DEUP1	0	0	0	0	1	0	0	0	0	1	1	1
DFFA	0	0	0	0	1	0	0	0	0	1	1	1
DGAT2L6	0	0	0	0	1	0	0	0	0	1	1	1
DGKB	0	0	0	0	1	0	0	0	0	1	1	1
DGKG	0	0	0	0	1	0	0	0	0	1	1	1
DGKH	0	0	0	0	1	0	0	0	0	1	1	1
DGKQ	0	0	0	0	0	1	0	0	0	1	1	1
DHDH	0	0	0	0	0	0	0	0	1	1	1	1
DHFR2	0	0	0	0	1	0	0	0	0	1	1	1
DHRS13	0	0	0	0	1	0	0	0	0	1	1	1
DHRS7C	0	0	0	0	1	0	0	0	0	1	1	1
DHRSX	0	0	0	0	1	0	0	0	0	1	1	1
DHTKD1	0	0	0	0	1	0	0	0	0	1	1	1
DHX15	0	0	0	0	1	0	0	0	0	1	1	1
DHX16	1	0	0	0	0	0	0	0	0	1	1	1
DHX30	0	0	0	0	1	0	0	0	0	1	1	1
DHX33	0	0	0	0	1	0	0	0	0	1	1	1
DHX34	0	0	0	0	1	0	0	0	0	1	1	1
DHX35	0	0	0	0	1	0	0	0	0	1	1	1
DHX8	0	0	0	0	1	0	0	0	0	1	1	1
DIAPH1	0	0	0	0	0	1	0	0	0	1	1	1
DIAPH3	0	0	0	0	1	0	0	0	0	1	1	1
DIO3	0	0	0	0	1	0	0	0	0	1	1	1
DIP2A	0	0	0	0	1	0	0	0	0	1	1	1
DIPK1C	0	0	0	0	1	0	0	0	0	1	1	1
DIPK2B	0	0	0	0	1	0	0	0	0	1	1	1
DIRAS2	0	0	0	0	1	0	0	0	0	1	1	1
DIS3L	0	0	0	0	1	0	0	0	0	1	1	1
DISP2	0	0	0	0	1	0	0	0	0	1	1	1
DISP3	0	0	0	0	1	0	0	0	0	1	1	1
DKC1	0	0	0	0	1	0	0	0	0	1	1	1
DKK2	0	0	0	0	1	0	0	0	0	1	1	1
DLG2	0	0	0	0	1	0	0	0	0	1	1	1
DLG4	0	0	0	0	1	0	0	0	0	1	1	1
DLGAP1	0	0	0	0	1	0	0	0	0	1	1	1
DLL4	0	0	0	0	1	0	0	0	0	1	1	1
DLX6	0	0	0	0	1	0	0	0	0	1	1	1
DMAC2L	0	0	0	0	1	0	0	0	0	1	1	1
DMBX1	0	0	0	0	1	0	0	0	0	1	1	1
DMKN	0	0	0	0	1	0	0	0	0	1	1	1
DMP1	0	0	0	0	1	0	0	0	0	1	1	1
DMPK	0	0	0	0	1	0	0	0	0	1	1	1
DMRTB1	0	0	0	0	1	0	0	0	0	1	1	1
DMTF1	0	0	0	0	1	0	0	0	0	1	1	1
DMTN	0	0	0	0	1	0	0	0	0	1	1	1
DMWD	0	0	0	0	1	0	0	0	0	1	1	1
DNAAF1	0	0	0	0	1	0	0	0	0	1	1	1
DNAAF4	1	0	0	0	0	0	0	0	0	1	1	1
DNAAF5	0	0	0	0	1	0	0	0	0	1	1	1
DNAAF9	0	0	0	0	1	0	0	0	0	1	1	1
DNAI2	0	0	0	0	1	0	0	0	0	1	1	1
DNAI3	0	0	0	0	1	0	0	0	0	1	1	1
DNAI4	0	0	0	0	1	0	0	0	0	1	1	1
DNAJA4	0	0	0	0	0	0	0	1	0	1	1	1
DNAJB14	0	0	0	0	1	0	0	0	0	1	1	1
DNAJB4	0	0	0	0	1	0	0	0	0	1	1	1
DNAJB8	0	0	0	0	1	0	0	0	0	1	1	1
DNAJC11	0	0	0	0	1	0	0	0	0	1	1	1
DNAJC25	0	0	0	0	1	0	0	0	0	1	1	1
DNAJC3	0	0	0	0	1	0	0	0	0	1	1	1
DNAJC4	0	0	0	0	1	0	0	0	0	1	1	1
DNAJC7	0	0	0	0	1	0	0	0	0	1	1	1
DNAJC9	0	0	0	0	1	0	0	0	0	1	1	1
DNASE1	0	0	0	0	1	0	0	0	0	1	1	1
DNASE1L3	0	0	0	0	1	0	0	0	0	1	1	1
DNM1	0	0	0	0	1	0	0	0	0	1	1	1
DNM1L	0	0	0	0	0	0	0	1	0	1	1	1
DNM2	0	0	0	0	1	0	0	0	0	1	1	1
DNMBP	0	0	0	0	1	0	0	0	0	1	1	1
DNMT3B	0	0	0	0	0	0	0	1	0	1	1	1
DNTT	0	0	0	0	1	0	0	0	0	1	1	1
DOC2A	1	0	0	0	0	0	0	0	0	1	1	1
DOCK10	0	0	0	0	1	0	0	0	0	1	1	1
DOCK4	0	0	0	0	1	0	0	0	0	1	1	1
DOCK5	0	0	0	0	1	0	0	0	0	1	1	1
DOK4	0	0	0	0	1	0	0	0	0	1	1	1
DOK5	0	0	0	0	1	0	0	0	0	1	1	1
DOK6	0	0	0	0	1	0	0	0	0	1	1	1
DOK7	1	0	0	0	0	0	0	0	0	1	1	1
DOLK	0	0	0	0	1	0	0	0	0	1	1	1
DOT1L	0	0	0	0	1	0	0	0	0	1	1	1
DPAGT1	0	0	0	0	1	0	0	0	0	1	1	1
DPEP2	0	0	0	0	0	1	0	0	0	1	1	1
DPEP3	1	0	0	0	0	0	0	0	0	1	1	1
DPF3	0	0	0	0	1	0	0	0	0	1	1	1
DPH1	0	0	0	0	1	0	0	0	0	1	1	1
DPP3	0	0	0	0	1	0	0	0	0	1	1	1
DPP7	0	0	0	0	0	1	0	0	0	1	1	1
DPP9	0	0	0	0	1	0	0	0	0	1	1	1
DPPA5	0	0	0	0	1	0	0	0	0	1	1	1
DPY19L1	1	0	0	0	0	0	0	0	0	1	1	1
DPY19L3	0	0	0	0	0	1	0	0	0	1	1	1
DQX1	0	0	0	0	1	0	0	0	0	1	1	1
DRAP1	0	0	0	0	1	0	0	0	0	1	1	1
DRD1	0	0	0	0	1	0	0	0	0	1	1	1
DRG2	0	0	0	0	1	0	0	0	0	1	1	1
DSE	0	0	0	0	1	0	0	0	0	1	1	1
DSEL	0	0	0	0	1	0	0	0	0	1	1	1
DSG2	0	0	0	0	1	0	0	0	0	1	1	1
DSP	0	0	0	0	1	0	0	0	0	1	1	1
DSTYK	0	0	0	0	0	0	0	1	0	1	1	1
DTHD1	0	0	0	0	0	0	0	1	0	1	1	1
DTX3L	0	0	0	0	1	0	0	0	0	1	1	1
DUOXA2	0	0	0	0	1	0	0	0	0	1	1	1
DUS2	0	0	0	0	1	0	0	0	0	1	1	1
DUSP16	0	0	0	0	1	0	0	0	0	1	1	1
DUSP2	0	0	0	0	1	0	0	0	0	1	1	1
DUSP23	0	0	0	0	1	0	0	0	0	1	1	1
DVL1	0	0	0	0	1	0	0	0	0	1	1	1
DVL3	0	0	0	0	1	0	0	0	0	1	1	1
DYNAP	0	0	0	0	1	0	0	0	0	1	1	1
DYNC2LI1	0	0	0	0	0	0	0	1	0	1	1	1
DYNLT2	0	0	0	0	1	0	0	0	0	1	1	1
DYNLT5	0	0	0	0	1	0	0	0	0	1	1	1
E2F1	0	0	0	0	1	0	0	0	0	1	1	1
E2F3	0	0	0	0	1	0	0	0	0	1	1	1
E2F4	0	0	0	0	1	0	0	0	0	1	1	1
E4F1	0	0	0	0	1	0	0	0	0	1	1	1
EARS2	0	0	0	0	1	0	0	0	0	1	1	1
EBF1	0	0	0	0	1	0	0	0	0	1	1	1
EBF4	0	0	0	0	1	0	0	0	0	1	1	1
EBLN2	0	0	0	0	0	1	0	0	0	1	1	1
ECD	0	0	0	0	1	0	0	0	0	1	1	1
ECE2	0	0	0	0	1	0	0	0	0	1	1	1
ECHDC2	0	0	0	0	0	1	0	0	0	1	1	1
ECI1	0	0	0	0	0	0	0	0	1	1	1	1
ECM1	0	0	0	0	1	0	0	0	0	1	1	1
ECRG4	0	0	0	0	0	1	0	0	0	1	1	1
ECT2	1	0	0	0	0	0	0	0	0	1	1	1
EDARADD	1	0	0	0	0	0	0	0	0	1	1	1
EDDM3B	0	0	0	0	0	1	0	0	0	1	1	1
EDIL3	0	0	0	0	0	0	0	1	0	1	1	1
EDN3	0	0	0	0	1	0	0	0	0	1	1	1
EDRF1	0	0	0	0	1	0	0	0	0	1	1	1
EEA1	0	0	0	0	1	0	0	0	0	1	1	1
EEF1D	0	0	0	0	1	0	0	0	0	1	1	1
EEF2	0	0	0	0	1	0	0	0	0	1	1	1
EFCAB13	0	0	0	0	0	0	0	1	0	1	1	1
EFCAB2	0	0	0	0	0	0	0	1	0	1	1	1
EFCC1	0	0	0	0	1	0	0	0	0	1	1	1
EFHB	0	0	0	0	1	0	0	0	0	1	1	1
EFHC2	0	0	0	0	1	0	0	0	0	1	1	1
EFL1	0	0	0	0	1	0	0	0	0	1	1	1
EFR3A	0	0	0	0	1	0	0	0	0	1	1	1
EFR3B	0	0	0	0	0	0	0	1	0	1	1	1
EGFL7	0	0	0	0	1	0	0	0	0	1	1	1
EGLN2	0	0	0	0	1	0	0	0	0	1	1	1
EHBP1L1	0	0	0	0	1	0	0	0	0	1	1	1
EHD1	0	0	0	0	1	0	0	0	0	1	1	1
EHD3	0	0	0	0	1	0	0	0	0	1	1	1
EHMT1	0	0	0	0	0	0	0	1	0	1	1	1
EIF2A	0	0	0	0	0	0	0	1	0	1	1	1
EIF2AK1	0	0	0	0	0	0	0	1	0	1	1	1
EIF2AK2	0	0	0	0	1	0	0	0	0	1	1	1
EIF2AK4	0	0	0	0	1	0	0	0	0	1	1	1
EIF3B	0	0	0	0	1	0	0	0	0	1	1	1
EIF3F	0	0	0	0	1	0	0	0	0	1	1	1
EIF3I	0	0	0	0	0	0	1	0	0	1	1	1
EIF4A1	0	0	0	0	1	0	0	0	0	1	1	1
EIF4E1B	0	0	0	0	1	0	0	0	0	1	1	1
EIF4E3	0	0	0	0	0	1	0	0	0	1	1	1
EIF4EBP1	0	0	0	0	1	0	0	0	0	1	1	1
EIF4ENIF1	0	0	0	0	1	0	0	0	0	1	1	1
EIF4G2	0	0	0	0	1	0	0	0	0	1	1	1
EIF4G3	0	0	0	0	1	0	0	0	0	1	1	1
EIF5B	0	0	0	0	1	0	0	0	0	1	1	1
ELAC2	0	0	0	0	1	0	0	0	0	1	1	1
ELAPOR2	0	0	0	0	1	0	0	0	0	1	1	1
ELAVL4	0	0	0	0	1	0	0	0	0	1	1	1
ELL2	0	0	0	0	1	0	0	0	0	1	1	1
ELOA2	0	0	0	0	1	0	0	0	0	1	1	1
ELOVL4	0	0	0	0	1	0	0	0	0	1	1	1
ELOVL5	0	0	0	0	0	1	0	0	0	1	1	1
ELOVL6	0	0	0	0	1	0	0	0	0	1	1	1
ELSPBP1	0	0	0	0	0	1	0	0	0	1	1	1
EMB	0	0	0	0	0	0	0	1	0	1	1	1
EMC3	0	0	0	0	1	0	0	0	0	1	1	1
EMC4	0	0	0	0	1	0	0	0	0	1	1	1
EME1	0	0	0	0	1	0	0	0	0	1	1	1
EME2	0	0	0	0	1	0	0	0	0	1	1	1
EMILIN2	0	0	0	0	1	0	0	0	0	1	1	1
EMILIN3	0	0	0	0	1	0	0	0	0	1	1	1
EML1	0	0	0	0	0	1	0	0	0	1	1	1
EML2	0	0	0	0	1	0	0	0	0	1	1	1
EML4	0	1	0	0	0	0	0	0	0	1	1	1
EML6	0	0	0	0	0	0	0	1	0	1	1	1
EMSY	0	0	0	0	1	0	0	0	0	1	1	1
ENDOG	0	0	0	0	1	0	0	0	0	1	1	1
ENGASE	0	0	0	0	0	1	0	0	0	1	1	1
ENKUR	0	0	0	0	1	0	0	0	0	1	1	1
ENO3	0	0	1	0	0	0	0	0	0	1	1	1
ENO4	0	0	0	0	1	0	0	0	0	1	1	1
ENOSF1	0	0	0	0	1	0	0	0	0	1	1	1
ENPP2	0	0	0	0	1	0	0	0	0	1	1	1
ENPP3	0	0	0	0	1	0	0	0	0	1	1	1
ENST00000622410	0	0	0	0	1	0	0	0	0	1	1	1
ENST00000635789	0	0	0	0	1	0	0	0	0	1	1	1
ENST00000645765	0	0	0	0	0	0	0	1	0	1	1	1
ENST00000714249	0	0	0	0	1	0	0	0	0	1	1	1
ENTPD1	0	0	0	0	1	0	0	0	0	1	1	1
ENTPD4	0	0	0	0	1	0	0	0	0	1	1	1
ENTPD7	0	0	0	0	1	0	0	0	0	1	1	1
ENTPD8	0	0	0	0	0	0	0	1	0	1	1	1
ENTREP2	0	0	0	0	0	1	0	0	0	1	1	1
EPB41	0	0	0	0	1	0	0	0	0	1	1	1
EPB41L3	0	0	0	0	1	0	0	0	0	1	1	1
EPB41L4A	0	0	0	0	0	1	0	0	0	1	1	1
EPB41L5	0	0	0	0	1	0	0	0	0	1	1	1
EPB42	1	0	0	0	0	0	0	0	0	1	1	1
EPC1	0	1	0	0	0	0	0	0	0	1	1	1
EPDR1	0	0	0	0	1	0	0	0	0	1	1	1
EPHA4	0	0	0	0	1	0	0	0	0	1	1	1
EPHB3	0	0	0	0	1	0	0	0	0	1	1	1
EPHX3	0	0	0	0	1	0	0	0	0	1	1	1
EPHX4	0	0	0	0	1	0	0	0	0	1	1	1
EPM2AIP1	0	0	0	0	1	0	0	0	0	1	1	1
EPPIN	0	0	0	0	1	0	0	0	0	1	1	1
EPRS1	0	0	0	0	1	0	0	0	0	1	1	1
EPS15L1	0	0	0	0	1	0	0	0	0	1	1	1
EPS8	0	0	0	0	0	1	0	0	0	1	1	1
EPS8L3	0	0	0	0	1	0	0	0	0	1	1	1
EPSTI1	0	0	0	0	1	0	0	0	0	1	1	1
EPX	0	0	0	0	1	0	0	0	0	1	1	1
ERAP1	1	0	0	0	0	0	0	0	0	1	1	1
ERBB2	0	0	0	0	1	0	0	0	0	1	1	1
ERBIN	0	0	0	0	0	0	0	1	0	1	1	1
ERCC3	0	0	0	0	1	0	0	0	0	1	1	1
ERGIC2	1	0	0	0	0	0	0	0	0	1	1	1
ERLIN2	0	0	0	0	1	0	0	0	0	1	1	1
ERMARD	0	0	0	0	1	0	0	0	0	1	1	1
ERP27	0	0	0	0	1	0	0	0	0	1	1	1
ERRFI1	0	0	0	0	1	0	0	0	0	1	1	1
ERVV-2	0	0	0	0	1	0	0	0	0	1	1	1
ESRRB	0	0	0	0	0	0	0	1	0	1	1	1
ESS2	0	0	0	0	1	0	0	0	0	1	1	1
ESYT1	0	0	0	0	1	0	0	0	0	1	1	1
ETFDH	0	1	0	0	0	0	0	0	0	1	1	1
ETNPPL	0	0	0	0	1	0	0	0	0	1	1	1
ETV2	1	0	0	0	0	0	0	0	0	1	1	1
ETV6	0	0	0	0	1	0	0	0	0	1	1	1
EVC	0	0	0	0	1	0	0	0	0	1	1	1
EVC2	0	0	0	0	1	0	0	0	0	1	1	1
EVX1	0	0	0	0	1	0	0	0	0	1	1	1
EVX2	0	0	0	0	1	0	0	0	0	1	1	1
EXD2	0	0	0	0	1	0	0	0	0	1	1	1
EXD3	0	0	0	0	1	0	0	0	0	1	1	1
EXOC1L	0	0	0	0	1	0	0	0	0	1	1	1
EXOC2	0	0	0	0	1	0	0	0	0	1	1	1
EXOC3L1	0	0	0	0	1	0	0	0	0	1	1	1
EXOC3L4	0	0	0	0	1	0	0	0	0	1	1	1
EXOC5	0	0	0	0	1	0	0	0	0	1	1	1
EXOSC1	0	0	0	0	1	0	0	0	0	1	1	1
EXOSC2	0	0	0	0	1	0	0	0	0	1	1	1
EXOSC5	0	0	0	0	1	0	0	0	0	1	1	1
EXOSC8	0	0	0	0	0	0	0	1	0	1	1	1
EXTL1	0	0	0	0	1	0	0	0	0	1	1	1
EYA2	0	0	0	0	1	0	0	0	0	1	1	1
EYA4	0	0	0	0	1	0	0	0	0	1	1	1
EZH1	0	0	0	0	1	0	0	0	0	1	1	1
EZH2	0	0	0	0	0	1	0	0	0	1	1	1
F10	0	0	0	0	1	0	0	0	0	1	1	1
F12	0	0	0	0	1	0	0	0	0	1	1	1
F2R	0	0	0	0	0	1	0	0	0	1	1	1
F2RL1	0	0	0	0	1	0	0	0	0	1	1	1
F2RL3	0	0	0	0	1	0	0	0	0	1	1	1
F7	0	0	0	0	1	0	0	0	0	1	1	1
F9	0	0	0	0	1	0	0	0	0	1	1	1
FA2H	0	0	0	0	1	0	0	0	0	1	1	1
FAAH	0	0	0	0	0	0	0	1	0	1	1	1
FAAP100	0	0	0	0	1	0	0	0	0	1	1	1
FAAP24	0	0	0	0	0	1	0	0	0	1	1	1
FABP3	0	0	0	0	1	0	0	0	0	1	1	1
FADS3	0	0	0	0	1	0	0	0	0	1	1	1
FAF2	0	0	0	0	1	0	0	0	0	1	1	1
FAM111A	0	0	0	0	1	0	0	0	0	1	1	1
FAM111B	1	0	0	0	0	0	0	0	0	1	1	1
FAM114A2	0	0	0	0	1	0	0	0	0	1	1	1
FAM118A	0	0	0	0	0	0	1	0	0	1	1	1
FAM120A	0	0	0	0	1	0	0	0	0	1	1	1
FAM124A	0	1	0	0	0	0	0	0	0	1	1	1
FAM135A	0	0	0	0	1	0	0	0	0	1	1	1
FAM136A	0	0	0	0	1	0	0	0	0	1	1	1
FAM13C	0	0	0	0	1	0	0	0	0	1	1	1
FAM149B1	0	0	0	0	1	0	0	0	0	1	1	1
FAM151B	0	0	0	0	1	0	0	0	0	1	1	1
FAM168A	0	0	0	0	1	0	0	0	0	1	1	1
FAM171B	0	0	0	0	1	0	0	0	0	1	1	1
FAM181A	0	0	0	0	1	0	0	0	0	1	1	1
FAM184A	0	0	0	0	1	0	0	0	0	1	1	1
FAM199X	0	0	0	0	0	1	0	0	0	1	1	1
FAM200B	0	0	0	0	1	0	0	0	0	1	1	1
FAM20B	0	0	0	0	1	0	0	0	0	1	1	1
FAM216B	1	0	0	0	0	0	0	0	0	1	1	1
FAM219A	0	0	0	0	1	0	0	0	0	1	1	1
FAM220A	0	0	0	0	0	1	0	0	0	1	1	1
FAM227A	0	0	0	0	1	0	0	0	0	1	1	1
FAM228B	0	0	0	0	1	0	0	0	0	1	1	1
FAM234B	0	0	0	0	1	0	0	0	0	1	1	1
FAM237A	0	0	0	0	0	1	0	0	0	1	1	1
FAM240B	0	0	0	0	1	0	0	0	0	1	1	1
FAM241A	0	0	0	0	1	0	0	0	0	1	1	1
FAM24B	0	0	0	0	1	0	0	0	0	1	1	1
FAM3B	0	0	0	0	1	0	0	0	0	1	1	1
FAM47C	0	0	0	0	1	0	0	0	0	1	1	1
FAM53C	0	0	0	0	1	0	0	0	0	1	1	1
FAM72B	0	0	0	0	1	0	0	0	0	1	1	1
FAM81A	0	0	0	0	1	0	0	0	0	1	1	1
FAM83B	0	0	0	0	1	0	0	0	0	1	1	1
FAM83C	1	0	0	0	0	0	0	0	0	1	1	1
FAM83E	0	0	0	0	0	1	0	0	0	1	1	1
FAM98A	0	0	0	0	1	0	0	0	0	1	1	1
FAM98C	0	0	0	0	1	0	0	0	0	1	1	1
FAM9A	0	1	0	0	0	0	0	0	0	1	1	1
FANCA	0	0	0	0	1	0	0	0	0	1	1	1
FANCB	0	0	0	0	0	1	0	0	0	1	1	1
FANCF	0	0	0	0	1	0	0	0	0	1	1	1
FANCG	0	0	0	0	1	0	0	0	0	1	1	1
FANCI	0	0	0	0	1	0	0	0	0	1	1	1
FARP1	0	0	0	0	1	0	0	0	0	1	1	1
FARSB	0	0	0	0	1	0	0	0	0	1	1	1
FASTKD1	0	0	0	0	1	0	0	0	0	1	1	1
FATE1	0	0	0	0	0	0	0	1	0	1	1	1
FBF1	0	0	0	0	1	0	0	0	0	1	1	1
FBH1	0	0	0	0	1	0	0	0	0	1	1	1
FBLIM1	0	0	0	0	1	0	0	0	0	1	1	1
FBLL1	0	0	0	0	0	0	0	0	1	1	1	1
FBLN1	0	0	0	0	1	0	0	0	0	1	1	1
FBLN7	0	0	0	0	1	0	0	0	0	1	1	1
FBXL15	0	0	0	0	1	0	0	0	0	1	1	1
FBXL19	1	0	0	0	0	0	0	0	0	1	1	1
FBXL2	0	0	0	0	1	0	0	0	0	1	1	1
FBXO17	0	0	0	0	0	1	0	0	0	1	1	1
FBXO2	0	0	0	0	1	0	0	0	0	1	1	1
FBXO27	0	0	0	0	1	0	0	0	0	1	1	1
FBXO30	0	0	0	0	1	0	0	0	0	1	1	1
FBXO31	0	0	0	0	1	0	0	0	0	1	1	1
FBXO33	0	0	0	0	1	0	0	0	0	1	1	1
FBXO34	0	0	0	0	1	0	0	0	0	1	1	1
FBXO39	0	0	0	0	1	0	0	0	0	1	1	1
FBXO41	0	0	0	0	1	0	0	0	0	1	1	1
FBXO44	0	0	0	0	0	1	0	0	0	1	1	1
FBXO46	0	0	0	0	1	0	0	0	0	1	1	1
FBXO5	0	0	0	0	1	0	0	0	0	1	1	1
FBXO6	0	0	0	0	1	0	0	0	0	1	1	1
FBXO7	0	0	0	0	1	0	0	0	0	1	1	1
FBXW11	0	0	0	0	1	0	0	0	0	1	1	1
FBXW2	0	0	0	0	1	0	0	0	0	1	1	1
FBXW8	1	0	0	0	0	0	0	0	0	1	1	1
FCAR	1	0	0	0	0	0	0	0	0	1	1	1
FCER2	0	0	0	0	0	0	0	1	0	1	1	1
FCGR2B	0	0	0	0	1	0	0	0	0	1	1	1
FCGR3B	0	1	0	0	0	0	0	0	0	1	1	1
FCRL1	0	0	0	0	0	1	0	0	0	1	1	1
FCRL2	0	0	0	0	1	0	0	0	0	1	1	1
FCRL3	0	0	0	0	1	0	0	0	0	1	1	1
FCRL6	0	0	0	0	1	0	0	0	0	1	1	1
FCRLB	0	0	0	0	1	0	0	0	0	1	1	1
FCSK	0	0	0	0	1	0	0	0	0	1	1	1
FDXACB1	0	0	0	0	0	0	0	1	0	1	1	1
FDXR	0	0	0	0	1	0	0	0	0	1	1	1
FER	0	0	0	0	1	0	0	0	0	1	1	1
FER1L6	0	0	0	0	0	1	0	0	0	1	1	1
FERD3L	0	0	0	0	1	0	0	0	0	1	1	1
FERMT2	0	0	0	0	1	0	0	0	0	1	1	1
FERMT3	0	0	0	0	1	0	0	0	0	1	1	1
FGA	0	0	0	0	1	0	0	0	0	1	1	1
FGD1	0	0	0	0	1	0	0	0	0	1	1	1
FGD4	0	0	0	0	1	0	0	0	0	1	1	1
FGD6	0	0	0	0	1	0	0	0	0	1	1	1
FGF17	0	0	0	0	1	0	0	0	0	1	1	1
FGF22	1	0	0	0	0	0	0	0	0	1	1	1
FGF5	0	0	0	0	1	0	0	0	0	1	1	1
FGF8	0	0	0	0	1	0	0	0	0	1	1	1
FGFR1	0	0	0	0	0	0	0	1	0	1	1	1
FGFR2	0	0	0	0	1	0	0	0	0	1	1	1
FHIP1A	1	0	0	0	0	0	0	0	0	1	1	1
FHIP1B	0	0	0	0	1	0	0	0	0	1	1	1
FHL5	0	0	0	0	1	0	0	0	0	1	1	1
FIBCD1	0	0	0	0	0	1	0	0	0	1	1	1
FIGLA	0	0	0	0	1	0	0	0	0	1	1	1
FIGNL1	0	0	0	0	1	0	0	0	0	1	1	1
FIGNL2	0	0	0	0	1	0	0	0	0	1	1	1
FILIP1L	0	0	0	0	0	1	0	0	0	1	1	1
FIRRM	0	0	0	0	0	0	0	1	0	1	1	1
FIZ1	0	0	0	0	1	0	0	0	0	1	1	1
FKBP4	0	0	0	0	1	0	0	0	0	1	1	1
FKBP7	1	0	0	0	0	0	0	0	0	1	1	1
FLAD1	0	0	0	0	1	0	0	0	0	1	1	1
FLCN	0	0	0	0	1	0	0	0	0	1	1	1
FLG2	0	0	0	0	1	0	0	0	0	1	1	1
FLII	0	0	0	0	1	0	0	0	0	1	1	1
FLNA	0	0	0	0	1	0	0	0	0	1	1	1
FLRT1	0	0	0	0	1	0	0	0	0	1	1	1
