Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
FLRT2	0	0	0	0	1	0	0	0	0	1	1	1
FLRT3	0	0	0	0	1	0	0	0	0	1	1	1
FLT3LG	0	0	0	0	1	0	0	0	0	1	1	1
FLVCR2	0	0	0	0	1	0	0	0	0	1	1	1
FLYWCH1	0	0	1	0	0	0	0	0	0	1	1	1
FMN2	0	0	0	0	1	0	0	0	0	1	1	1
FMNL1	0	0	0	0	1	0	0	0	0	1	1	1
FMNL2	0	0	0	0	1	0	0	0	0	1	1	1
FMNL3	0	0	0	0	1	0	0	0	0	1	1	1
FMO2	0	0	0	0	0	1	0	0	0	1	1	1
FMO5	0	0	0	0	1	0	0	0	0	1	1	1
FN1	0	0	0	0	1	0	0	0	0	1	1	1
FNBP1	0	0	0	0	1	0	0	0	0	1	1	1
FNBP4	0	0	0	0	1	0	0	0	0	1	1	1
FNDC1	0	0	0	0	1	0	0	0	0	1	1	1
FNDC4	0	0	0	0	1	0	0	0	0	1	1	1
FNIP1	0	0	0	0	1	0	0	0	0	1	1	1
FOCAD	0	0	0	0	1	0	0	0	0	1	1	1
FOLR3	0	0	0	0	1	0	0	0	0	1	1	1
FOSL2	0	0	0	0	1	0	0	0	0	1	1	1
FOXA2	1	0	0	0	0	0	0	0	0	1	1	1
FOXC2	0	0	0	0	1	0	0	0	0	1	1	1
FOXD2	1	0	0	0	0	0	0	0	0	1	1	1
FOXD3	0	0	0	0	1	0	0	0	0	1	1	1
FOXD4	0	1	0	0	0	0	0	0	0	1	1	1
FOXD4L3	0	0	0	0	1	0	0	0	0	1	1	1
FOXD4L4	0	0	0	0	0	1	0	0	0	1	1	1
FOXG1	0	0	0	0	1	0	0	0	0	1	1	1
FOXH1	0	0	0	0	1	0	0	0	0	1	1	1
FOXI1	0	0	0	0	1	0	0	0	0	1	1	1
FOXI3	0	0	0	0	0	1	0	0	0	1	1	1
FOXJ1	0	0	0	0	1	0	0	0	0	1	1	1
FOXJ2	0	0	0	0	1	0	0	0	0	1	1	1
FOXL2	0	0	0	0	1	0	0	0	0	1	1	1
FOXM1	0	0	0	0	0	0	0	1	0	1	1	1
FOXN3	0	0	0	0	1	0	0	0	0	1	1	1
FOXN4	0	0	0	0	1	0	0	0	0	1	1	1
FOXO4	0	0	0	0	1	0	0	0	0	1	1	1
FOXO6	0	0	0	0	0	0	0	1	0	1	1	1
FOXQ1	0	0	0	0	1	0	0	0	0	1	1	1
FOXR1	0	0	0	0	0	0	0	0	1	1	1	1
FOXR2	0	0	0	0	1	0	0	0	0	1	1	1
FPR3	0	0	0	0	1	0	0	0	0	1	1	1
FREM3	0	0	0	0	1	0	0	0	0	1	1	1
FRG2B	0	0	0	0	1	0	0	0	0	1	1	1
FRMD3	0	0	0	0	1	0	0	0	0	1	1	1
FRMD5	0	0	0	0	1	0	0	0	0	1	1	1
FRMD6	0	0	0	0	1	0	0	0	0	1	1	1
FRMD7	0	0	0	0	0	0	0	1	0	1	1	1
FSBP	0	1	0	0	0	0	0	0	0	1	1	1
FSCN1	1	0	0	0	0	0	0	0	0	1	1	1
FSCN3	0	0	0	0	0	0	0	1	0	1	1	1
FSD1	0	0	0	0	1	0	0	0	0	1	1	1
FSD1L	0	0	0	0	1	0	0	0	0	1	1	1
FST	0	0	0	0	1	0	0	0	0	1	1	1
FSTL4	0	0	0	0	1	0	0	0	0	1	1	1
FSTL5	0	0	0	0	1	0	0	0	0	1	1	1
FUCA1	0	0	1	0	0	0	0	0	0	1	1	1
FUT1	0	0	0	0	1	0	0	0	0	1	1	1
FUT2	0	0	0	0	0	1	0	0	0	1	1	1
FUT3	0	0	0	0	1	0	0	0	0	1	1	1
FUT9	0	0	0	0	1	0	0	0	0	1	1	1
FYB1	0	0	0	0	1	0	0	0	0	1	1	1
FYCO1	0	0	0	0	1	0	0	0	0	1	1	1
FZD3	1	0	0	0	0	0	0	0	0	1	1	1
FZD4	0	0	0	0	1	0	0	0	0	1	1	1
FZD6	0	0	0	0	1	0	0	0	0	1	1	1
FZD7	0	0	0	0	1	0	0	0	0	1	1	1
GABBR1	0	0	0	0	0	0	0	1	0	1	1	1
GABPB2	0	0	0	0	1	0	0	0	0	1	1	1
GABRA1	0	0	0	0	1	0	0	0	0	1	1	1
GABRE	0	0	0	0	1	0	0	0	0	1	1	1
GABRR3	0	0	0	0	0	1	0	0	0	1	1	1
GAL3ST1	0	0	0	0	0	1	0	0	0	1	1	1
GALNT10	0	0	0	0	1	0	0	0	0	1	1	1
GALNT11	0	0	0	0	1	0	0	0	0	1	1	1
GALNT12	0	0	0	0	0	1	0	0	0	1	1	1
GALNT15	0	0	0	0	1	0	0	0	0	1	1	1
GALNT18	0	0	0	0	1	0	0	0	0	1	1	1
GALNT2	0	0	0	0	1	0	0	0	0	1	1	1
GALNT3	0	1	0	0	0	0	0	0	0	1	1	1
GALNT4	0	0	0	0	1	0	0	0	0	1	1	1
GALNT9	0	0	0	0	1	0	0	0	0	1	1	1
GALNTL6	0	0	0	0	1	0	0	0	0	1	1	1
GALP	0	0	0	0	0	0	0	1	0	1	1	1
GALR3	0	0	0	0	1	0	0	0	0	1	1	1
GAMT	0	0	0	0	1	0	0	0	0	1	1	1
GAP43	0	0	0	0	1	0	0	0	0	1	1	1
GAPVD1	0	0	0	0	0	1	0	0	0	1	1	1
GARIN1B	0	0	0	0	1	0	0	0	0	1	1	1
GARIN4	0	0	0	0	0	1	0	0	0	1	1	1
GARS1	0	0	0	0	0	0	0	0	1	1	1	1
GART	0	0	0	0	1	0	0	0	0	1	1	1
GATA2	0	0	0	0	1	0	0	0	0	1	1	1
GATA5	0	0	0	0	1	0	0	0	0	1	1	1
GATAD1	0	0	0	0	1	0	0	0	0	1	1	1
GATAD2A	0	0	0	0	1	0	0	0	0	1	1	1
GBA2	0	0	0	0	1	0	0	0	0	1	1	1
GBF1	0	0	0	0	1	0	0	0	0	1	1	1
GBP6	0	0	0	0	0	0	0	1	0	1	1	1
GBX1	0	0	0	0	1	0	0	0	0	1	1	1
GCA	0	0	0	0	0	1	0	0	0	1	1	1
GCC1	1	0	0	0	0	0	0	0	0	1	1	1
GCC2	1	0	0	0	0	0	0	0	0	1	1	1
GCFC2	0	0	0	0	0	0	0	1	0	1	1	1
GCG	0	0	0	0	1	0	0	0	0	1	1	1
GCLC	0	0	0	0	1	0	0	0	0	1	1	1
GCM2	0	0	0	0	1	0	0	0	0	1	1	1
GCNA	0	0	0	0	0	1	0	0	0	1	1	1
GCNT3	0	0	0	0	1	0	0	0	0	1	1	1
GCNT7	0	0	0	0	1	0	0	0	0	1	1	1
GCSAM	0	0	0	0	1	0	0	0	0	1	1	1
GCSAML	0	0	0	0	1	0	0	0	0	1	1	1
GDAP1	0	0	0	0	1	0	0	0	0	1	1	1
GDE1	0	0	0	0	0	0	0	1	0	1	1	1
GDF11	0	0	0	0	1	0	0	0	0	1	1	1
GDF15	0	0	0	0	1	0	0	0	0	1	1	1
GDNF	0	0	0	0	1	0	0	0	0	1	1	1
GDPD3	0	0	0	0	1	0	0	0	0	1	1	1
GDPD5	0	0	0	0	1	0	0	0	0	1	1	1
GEM	0	0	0	0	1	0	0	0	0	1	1	1
GEMIN5	0	0	0	0	1	0	0	0	0	1	1	1
GEN1	0	0	0	0	0	0	0	1	0	1	1	1
GET3	0	0	0	0	1	0	0	0	0	1	1	1
GET4	0	0	0	0	1	0	0	0	0	1	1	1
GFM2	0	0	0	0	0	1	0	0	0	1	1	1
GFPT2	0	0	0	0	1	0	0	0	0	1	1	1
GFRA1	0	0	0	0	1	0	0	0	0	1	1	1
GFUS	0	0	0	0	1	0	0	0	0	1	1	1
GGA3	0	0	0	0	1	0	0	0	0	1	1	1
GGACT	0	0	0	0	1	0	0	0	0	1	1	1
GGCX	0	0	0	0	1	0	0	0	0	1	1	1
GGH	0	0	0	0	1	0	0	0	0	1	1	1
GGTLC1	0	0	0	0	1	0	0	0	0	1	1	1
GH2	0	0	0	0	1	0	0	0	0	1	1	1
GIGYF1	0	0	0	0	1	0	0	0	0	1	1	1
GIMAP7	0	0	0	0	1	0	0	0	0	1	1	1
GINM1	0	0	0	0	1	0	0	0	0	1	1	1
GIPC3	0	0	0	0	1	0	0	0	0	1	1	1
GIT1	0	0	0	0	1	0	0	0	0	1	1	1
GJA1	1	0	0	0	0	0	0	0	0	1	1	1
GJA3	0	0	0	0	1	0	0	0	0	1	1	1
GJA9	1	0	0	0	0	0	0	0	0	1	1	1
GJB4	0	0	0	0	1	0	0	0	0	1	1	1
GJB5	0	0	0	0	1	0	0	0	0	1	1	1
GJC1	0	0	0	0	1	0	0	0	0	1	1	1
GJD4	0	0	0	0	1	0	0	0	0	1	1	1
GK2	0	0	0	0	1	0	0	0	0	1	1	1
GK3	0	0	0	0	0	1	0	0	0	1	1	1
GKN1	0	0	0	0	0	0	0	1	0	1	1	1
GLB1	0	0	0	0	1	0	0	0	0	1	1	1
GLB1L3	0	0	0	0	1	0	0	0	0	1	1	1
GLCCI1	0	0	0	0	0	0	0	1	0	1	1	1
GLCE	0	0	0	0	1	0	0	0	0	1	1	1
GLDC	0	0	0	0	1	0	0	0	0	1	1	1
GLDN	0	0	0	0	1	0	0	0	0	1	1	1
GLMN	0	0	0	0	1	0	0	0	0	1	1	1
GLO1	1	0	0	0	0	0	0	0	0	1	1	1
GLOD5	0	0	0	0	1	0	0	0	0	1	1	1
GLRB	1	0	0	0	0	0	0	0	0	1	1	1
GLRX2	0	0	0	0	0	1	0	0	0	1	1	1
GLT1D1	0	0	0	0	1	0	0	0	0	1	1	1
GLTPD2	0	0	0	0	1	0	0	0	0	1	1	1
GLYATL2	0	0	0	0	1	0	0	0	0	1	1	1
GMDS	1	0	0	0	0	0	0	0	0	1	1	1
GML	0	0	0	0	0	0	0	1	0	1	1	1
GMNC	0	0	0	0	0	0	0	1	0	1	1	1
GMPPA	0	0	0	0	1	0	0	0	0	1	1	1
GMPS	0	0	1	0	0	0	0	0	0	1	1	1
GNAS	0	0	0	0	1	0	0	0	0	1	1	1
GNAT3	0	0	0	0	1	0	0	0	0	1	1	1
GNB1	0	0	0	0	1	0	0	0	0	1	1	1
GNB5	0	0	0	0	0	0	0	1	0	1	1	1
GNL3	0	0	0	0	0	1	0	0	0	1	1	1
GNL3L	0	0	0	0	1	0	0	0	0	1	1	1
GNLY	0	0	0	0	0	0	0	1	0	1	1	1
GNPTAB	0	0	0	0	1	0	0	0	0	1	1	1
GNS	0	0	0	0	0	0	0	1	0	1	1	1
GOLGA1	0	0	0	0	1	0	0	0	0	1	1	1
GOLGA3	0	0	0	0	1	0	0	0	0	1	1	1
GOLGA6L26	0	0	0	0	1	0	0	0	0	1	1	1
GOLGA6L4	0	0	0	0	0	1	0	0	0	1	1	1
GOLGA8B	0	0	0	0	0	0	0	1	0	1	1	1
GOLGA8K	1	0	0	0	0	0	0	0	0	1	1	1
GOLGA8M	1	0	0	0	0	0	0	0	0	1	1	1
GOLGA8R	0	0	0	0	0	0	0	1	0	1	1	1
GOLGB1	0	0	0	0	1	0	0	0	0	1	1	1
GON4L	0	0	0	0	0	1	0	0	0	1	1	1
GP2	0	0	0	0	0	1	0	0	0	1	1	1
GPA33	0	0	0	0	0	1	0	0	0	1	1	1
GPAM	0	0	0	0	0	1	0	0	0	1	1	1
GPAT3	0	0	0	0	1	0	0	0	0	1	1	1
GPCPD1	0	0	0	0	1	0	0	0	0	1	1	1
GPD1	0	0	0	0	1	0	0	0	0	1	1	1
GPD2	0	0	0	0	1	0	0	0	0	1	1	1
GPER1	0	0	0	0	1	0	0	0	0	1	1	1
GPHN	0	0	0	0	1	0	0	0	0	1	1	1
GPN3	1	0	0	0	0	0	0	0	0	1	1	1
GPR101	0	0	0	0	1	0	0	0	0	1	1	1
GPR119	0	0	0	0	1	0	0	0	0	1	1	1
GPR137B	0	0	0	0	1	0	0	0	0	1	1	1
GPR142	0	0	0	0	0	1	0	0	0	1	1	1
GPR153	0	0	0	0	0	1	0	0	0	1	1	1
GPR156	0	0	0	0	1	0	0	0	0	1	1	1
GPR161	0	0	0	0	1	0	0	0	0	1	1	1
GPR173	0	0	0	0	1	0	0	0	0	1	1	1
GPR174	0	0	0	0	0	1	0	0	0	1	1	1
GPR176	0	0	0	0	1	0	0	0	0	1	1	1
GPR18	0	0	0	0	1	0	0	0	0	1	1	1
GPR180	0	0	0	0	0	0	0	1	0	1	1	1
GPR27	0	0	0	0	1	0	0	0	0	1	1	1
GPR37	0	0	0	0	1	0	0	0	0	1	1	1
GPR62	0	0	0	0	1	0	0	0	0	1	1	1
GPR65	0	0	0	0	1	0	0	0	0	1	1	1
GPRC5D	1	0	0	0	0	0	0	0	0	1	1	1
GPRC6A	0	0	0	0	1	0	0	0	0	1	1	1
GPRIN3	0	0	0	1	0	0	0	0	0	1	1	1
GPS1	0	0	0	0	1	0	0	0	0	1	1	1
GRAMD1B	0	0	0	0	1	0	0	0	0	1	1	1
GRAMD2A	0	0	0	0	1	0	0	0	0	1	1	1
GRB10	0	0	0	0	0	0	0	1	0	1	1	1
GRB14	0	0	0	0	1	0	0	0	0	1	1	1
GRB2	0	0	0	0	1	0	0	0	0	1	1	1
GRB7	0	0	0	0	1	0	0	0	0	1	1	1
GREB1L	0	0	0	0	1	0	0	0	0	1	1	1
GRHL2	0	0	0	0	1	0	0	0	0	1	1	1
GRIA2	0	0	0	0	1	0	0	0	0	1	1	1
GRIA3	0	0	0	0	1	0	0	0	0	1	1	1
GRID2	0	0	0	0	1	0	0	0	0	1	1	1
GRIK1	0	0	0	0	1	0	0	0	0	1	1	1
GRIK4	0	0	0	0	0	1	0	0	0	1	1	1
GRIN1	0	0	0	0	1	0	0	0	0	1	1	1
GRIN3B	0	0	0	0	1	0	0	0	0	1	1	1
GRINA	0	0	0	0	0	0	0	1	0	1	1	1
GRK1	0	0	0	0	1	0	0	0	0	1	1	1
GRK4	0	1	0	0	0	0	0	0	0	1	1	1
GRK6	0	0	0	0	1	0	0	0	0	1	1	1
GRM5	0	0	0	0	1	0	0	0	0	1	1	1
GRM6	0	0	0	0	1	0	0	0	0	1	1	1
GRM7	0	0	0	0	1	0	0	0	0	1	1	1
GRM8	0	0	0	0	1	0	0	0	0	1	1	1
GRXCR2	0	0	0	0	1	0	0	0	0	1	1	1
GSAP	0	0	0	0	1	0	0	0	0	1	1	1
GSG1	0	0	0	0	0	1	0	0	0	1	1	1
GSG1L	0	0	0	0	1	0	0	0	0	1	1	1
GSPT1	0	0	0	0	0	0	0	1	0	1	1	1
GSS	0	0	0	0	0	0	0	1	0	1	1	1
GSTM3	0	0	0	0	1	0	0	0	0	1	1	1
GSTT4	0	0	0	0	1	0	0	0	0	1	1	1
GSX1	0	0	0	0	1	0	0	0	0	1	1	1
GTF2B	0	0	0	0	0	0	0	1	0	1	1	1
GTF2F1	0	0	0	0	0	0	0	1	0	1	1	1
GTF2H4	0	0	0	0	1	0	0	0	0	1	1	1
GTF2I	0	1	0	0	0	0	0	0	0	1	1	1
GTF2IRD1	0	0	0	0	1	0	0	0	0	1	1	1
GTF3C4	0	0	0	0	1	0	0	0	0	1	1	1
GTPBP8	0	0	0	0	1	0	0	0	0	1	1	1
GTSF1	0	0	0	0	1	0	0	0	0	1	1	1
GUCA1C	0	0	0	0	0	1	0	0	0	1	1	1
GULP1	0	0	0	0	1	0	0	0	0	1	1	1
GVQW3	0	0	0	0	1	0	0	0	0	1	1	1
GYPA	0	0	0	0	1	0	0	0	0	1	1	1
GZMA	0	0	0	0	1	0	0	0	0	1	1	1
GZMB	0	0	0	0	1	0	0	0	0	1	1	1
GZMK	0	0	0	0	1	0	0	0	0	1	1	1
H1-2	0	0	1	0	0	0	0	0	0	1	1	1
H1-7	0	0	0	0	1	0	0	0	0	1	1	1
H2AC11	0	0	0	0	1	0	0	0	0	1	1	1
H2AC6	0	0	0	0	1	0	0	0	0	1	1	1
H2AP	0	0	0	0	1	0	0	0	0	1	1	1
H2AX	0	0	0	0	1	0	0	0	0	1	1	1
H2BC11	0	0	0	0	1	0	0	0	0	1	1	1
H2BC13	0	0	0	0	1	0	0	0	0	1	1	1
H2BC5	0	0	0	0	1	0	0	0	0	1	1	1
H2BC7	0	0	0	0	0	0	0	0	1	1	1	1
H2BC9	0	0	0	0	1	0	0	0	0	1	1	1
H2BK1	1	0	0	0	0	0	0	0	0	1	1	1
H2BW1	0	0	0	0	1	0	0	0	0	1	1	1
H2BW2	0	0	0	0	1	0	0	0	0	1	1	1
H3C7	0	0	0	0	1	0	0	0	0	1	1	1
H4C12	0	0	0	0	1	0	0	0	0	1	1	1
H4C2	1	0	0	0	0	0	0	0	0	1	1	1
HAAO	0	0	0	0	1	0	0	0	0	1	1	1
HACD1	0	0	0	0	1	0	0	0	0	1	1	1
HACD4	1	0	0	0	0	0	0	0	0	1	1	1
HAP1	0	0	0	0	1	0	0	0	0	1	1	1
HAPLN4	0	0	0	0	1	0	0	0	0	1	1	1
HARS1	0	0	0	0	0	1	0	0	0	1	1	1
HAS1	0	0	0	0	1	0	0	0	0	1	1	1
HAUS8	0	0	0	0	1	0	0	0	0	1	1	1
HAVCR2	0	0	0	0	1	0	0	0	0	1	1	1
HBS1L	0	0	0	0	0	1	0	0	0	1	1	1
HCAR1	0	0	0	0	1	0	0	0	0	1	1	1
HCAR3	0	0	0	0	1	0	0	0	0	1	1	1
HCFC1	0	0	0	0	1	0	0	0	0	1	1	1
HCK	0	0	0	0	1	0	0	0	0	1	1	1
HCN1	0	0	0	0	1	0	0	0	0	1	1	1
HCN3	0	0	0	0	1	0	0	0	0	1	1	1
HCRTR2	0	0	0	0	1	0	0	0	0	1	1	1
HDAC6	0	0	0	0	1	0	0	0	0	1	1	1
HDAC7	0	0	0	0	1	0	0	0	0	1	1	1
HDAC9	0	0	0	0	1	0	0	0	0	1	1	1
HDGF	0	0	0	0	0	0	0	0	1	1	1	1
HDGFL2	0	0	0	0	1	0	0	0	0	1	1	1
HDHD5	0	0	0	0	1	0	0	0	0	1	1	1
HDLBP	0	0	0	0	1	0	0	0	0	1	1	1
HDX	0	0	0	0	1	0	0	0	0	1	1	1
HEATR3	0	0	0	0	1	0	0	0	0	1	1	1
HEATR6	0	0	0	0	1	0	0	0	0	1	1	1
HECTD2	0	0	0	0	1	0	0	0	0	1	1	1
HECTD3	0	0	0	0	1	0	0	0	0	1	1	1
HECW2	0	0	0	0	1	0	0	0	0	1	1	1
HELZ	0	0	0	0	0	1	0	0	0	1	1	1
HEMGN	0	0	0	0	1	0	0	0	0	1	1	1
HENMT1	0	0	0	0	1	0	0	0	0	1	1	1
HEPACAM	0	0	0	0	1	0	0	0	0	1	1	1
HEPACAM2	0	0	0	0	0	0	0	1	0	1	1	1
HERC3	0	0	0	0	1	0	0	0	0	1	1	1
HERC5	0	0	0	0	1	0	0	0	0	1	1	1
HEXA	0	0	0	0	1	0	0	0	0	1	1	1
HEXD	1	0	0	0	0	0	0	0	0	1	1	1
HEXIM1	0	0	0	0	1	0	0	0	0	1	1	1
HEXIM2	0	0	1	0	0	0	0	0	0	1	1	1
HGF	0	0	0	0	1	0	0	0	0	1	1	1
HGH1	0	0	0	0	1	0	0	0	0	1	1	1
HGS	0	0	0	0	1	0	0	0	0	1	1	1
HGSNAT	0	0	0	0	0	1	0	0	0	1	1	1
HHEX	0	0	0	0	1	0	0	0	0	1	1	1
HHIP	0	0	0	0	1	0	0	0	0	1	1	1
HHIPL2	0	0	0	0	1	0	0	0	0	1	1	1
HIC2	0	0	0	0	1	0	0	0	0	1	1	1
HID1	0	0	0	0	1	0	0	0	0	1	1	1
HIF1A	0	0	0	0	1	0	0	0	0	1	1	1
HIP1	0	0	0	0	1	0	0	0	0	1	1	1
HIP1R	0	0	0	0	1	0	0	0	0	1	1	1
HIPK1	1	0	0	0	0	0	0	0	0	1	1	1
HIPK2	0	0	0	0	1	0	0	0	0	1	1	1
HIPK3	0	0	0	0	1	0	0	0	0	1	1	1
HIPK4	1	0	0	0	0	0	0	0	0	1	1	1
HK2	0	0	0	0	1	0	0	0	0	1	1	1
HK3	0	0	0	0	1	0	0	0	0	1	1	1
HLA-B	1	0	0	0	0	0	0	0	0	1	1	1
HLA-DPA1	0	0	0	0	1	0	0	0	0	1	1	1
HLA-F	0	0	0	0	1	0	0	0	0	1	1	1
HLA-G	0	0	0	0	1	0	0	0	0	1	1	1
HMBOX1	0	0	0	0	1	0	0	0	0	1	1	1
HMGB1	0	0	1	0	0	0	0	0	0	1	1	1
HMGB3	0	0	0	0	1	0	0	0	0	1	1	1
HMGCR	0	0	0	0	1	0	0	0	0	1	1	1
HMX1	0	0	0	0	1	0	0	0	0	1	1	1
HNF1B	1	0	0	0	0	0	0	0	0	1	1	1
HNRNPAB	0	0	0	0	1	0	0	0	0	1	1	1
HNRNPC	0	0	0	0	1	0	0	0	0	1	1	1
HNRNPCL3	1	0	0	0	0	0	0	0	0	1	1	1
HNRNPD	1	0	0	0	0	0	0	0	0	1	1	1
HNRNPLL	0	0	0	0	0	0	0	1	0	1	1	1
HOATZ	0	0	0	0	1	0	0	0	0	1	1	1
HOMER1	0	0	0	0	0	1	0	0	0	1	1	1
HOMER2	0	0	0	0	1	0	0	0	0	1	1	1
HOOK2	0	0	0	0	0	0	0	1	0	1	1	1
HOPX	0	0	0	0	0	1	0	0	0	1	1	1
HOXA1	0	0	0	0	1	0	0	0	0	1	1	1
HOXA13	0	0	0	0	1	0	0	0	0	1	1	1
HOXA3	0	0	0	0	1	0	0	0	0	1	1	1
HOXA7	0	0	0	0	1	0	0	0	0	1	1	1
HOXB3	1	0	0	0	0	0	0	0	0	1	1	1
HOXB4	0	0	0	0	1	0	0	0	0	1	1	1
HOXB9	0	0	0	0	1	0	0	0	0	1	1	1
HOXC4	0	0	0	0	1	0	0	0	0	1	1	1
HOXD12	0	0	0	0	1	0	0	0	0	1	1	1
HOXD13	0	0	0	0	1	0	0	0	0	1	1	1
HOXD3	0	0	0	0	1	0	0	0	0	1	1	1
HOXD4	0	0	0	0	1	0	0	0	0	1	1	1
HOXD9	0	0	0	0	1	0	0	0	0	1	1	1
HPCAL4	0	0	0	0	1	0	0	0	0	1	1	1
HPDL	0	0	0	0	1	0	0	0	0	1	1	1
HPR	0	0	0	0	1	0	0	0	0	1	1	1
HPS4	0	0	0	0	1	0	0	0	0	1	1	1
HPS6	0	0	0	0	1	0	0	0	0	1	1	1
HRC	0	0	0	0	1	0	0	0	0	1	1	1
HRG	0	0	0	0	1	0	0	0	0	1	1	1
HRH1	0	0	0	0	0	1	0	0	0	1	1	1
HRH4	0	0	0	0	1	0	0	0	0	1	1	1
HRK	0	0	0	0	0	0	1	0	0	1	1	1
HS3ST2	0	0	0	0	1	0	0	0	0	1	1	1
HS3ST3A1	0	0	0	0	1	0	0	0	0	1	1	1
HS6ST2	0	0	0	0	1	0	0	0	0	1	1	1
HSD3B7	0	0	0	0	1	0	0	0	0	1	1	1
HSF2	0	0	0	0	1	0	0	0	0	1	1	1
HSH2D	0	0	0	0	1	0	0	0	0	1	1	1
HSPA12A	0	0	0	0	1	0	0	0	0	1	1	1
HSPA12B	0	0	0	0	1	0	0	0	0	1	1	1
HSPA1L	0	0	0	0	1	0	0	0	0	1	1	1
HSPA2	0	0	0	0	1	0	0	0	0	1	1	1
HSPA6	0	0	0	0	1	0	0	0	0	1	1	1
HSPBP1	0	0	0	0	1	0	0	0	0	1	1	1
HTATIP2	0	0	0	0	1	0	0	0	0	1	1	1
HTATSF1	0	0	0	0	1	0	0	0	0	1	1	1
HTR1A	0	0	0	0	1	0	0	0	0	1	1	1
HTR1D	0	0	0	0	1	0	0	0	0	1	1	1
HTR1E	0	0	0	0	1	0	0	0	0	1	1	1
HTR2B	0	0	0	0	1	0	0	0	0	1	1	1
HTR2C	0	0	0	0	1	0	0	0	0	1	1	1
HTR3B	0	0	0	0	1	0	0	0	0	1	1	1
HTR3C	0	0	0	0	1	0	0	0	0	1	1	1
HTR4	0	0	0	0	1	0	0	0	0	1	1	1
HTR6	0	0	0	0	1	0	0	0	0	1	1	1
HTRA4	0	0	0	0	0	0	0	1	0	1	1	1
HTT	0	0	0	0	0	0	0	1	0	1	1	1
HVCN1	0	0	0	0	1	0	0	0	0	1	1	1
HYAL1	0	0	0	0	0	1	0	0	0	1	1	1
HYAL4	0	0	0	0	1	0	0	0	0	1	1	1
HYCC1	0	0	1	0	0	0	0	0	0	1	1	1
HYLS1	0	0	0	0	0	1	0	0	0	1	1	1
IAH1	0	0	0	0	1	0	0	0	0	1	1	1
IARS2	0	0	0	0	1	0	0	0	0	1	1	1
IBTK	0	0	0	0	1	0	0	0	0	1	1	1
ICA1L	0	0	0	0	1	0	0	0	0	1	1	1
ICAM5	0	0	0	0	1	0	0	0	0	1	1	1
ID1	0	0	0	0	1	0	0	0	0	1	1	1
ID3	0	0	0	0	1	0	0	0	0	1	1	1
ID4	0	0	0	0	1	0	0	0	0	1	1	1
IDE	0	0	0	0	1	0	0	0	0	1	1	1
IDH2	0	0	0	0	1	0	0	0	0	1	1	1
IDH3B	0	0	0	0	1	0	0	0	0	1	1	1
IDI1	0	0	0	0	0	1	0	0	0	1	1	1
IDO1	0	0	0	0	1	0	0	0	0	1	1	1
IDO2	0	0	0	0	0	1	0	0	0	1	1	1
IDUA	0	0	0	0	1	0	0	0	0	1	1	1
IER2	1	0	0	0	0	0	0	0	0	1	1	1
IER5L	0	0	0	0	1	0	0	0	0	1	1	1
IFI16	0	0	0	0	1	0	0	0	0	1	1	1
IFI44L	0	0	0	0	0	1	0	0	0	1	1	1
IFIH1	0	0	0	0	1	0	0	0	0	1	1	1
IFIT1	0	0	0	0	0	1	0	0	0	1	1	1
IFIT3	0	0	0	0	1	0	0	0	0	1	1	1
IFNA1	0	0	0	0	1	0	0	0	0	1	1	1
IFNA10	0	0	0	0	0	1	0	0	0	1	1	1
IFNAR1	0	0	0	0	1	0	0	0	0	1	1	1
IFNE	0	0	0	0	1	0	0	0	0	1	1	1
IFNL3	0	0	0	0	1	0	0	0	0	1	1	1
IFNLR1	0	0	1	0	0	0	0	0	0	1	1	1
IFNW1	0	0	0	0	1	0	0	0	0	1	1	1
IFRD1	0	0	0	0	1	0	0	0	0	1	1	1
IFT122	0	0	0	0	1	0	0	0	0	1	1	1
IFT20	0	0	0	0	1	0	0	0	0	1	1	1
IFT74	0	0	0	0	1	0	0	0	0	1	1	1
IFT81	0	0	0	0	1	0	0	0	0	1	1	1
IFT88	0	0	0	0	1	0	0	0	0	1	1	1
IGDCC3	0	0	0	0	1	0	0	0	0	1	1	1
IGF2	0	0	0	0	1	0	0	0	0	1	1	1
IGFBP2	0	0	0	0	1	0	0	0	0	1	1	1
IGFL1	0	0	0	0	0	0	0	1	0	1	1	1
IGHA1	0	0	0	0	1	0	0	0	0	1	1	1
IGHD	0	0	0	0	1	0	0	0	0	1	1	1
IGHMBP2	0	0	0	0	1	0	0	0	0	1	1	1
IGHV3-23	0	0	0	0	1	0	0	0	0	1	1	1
IGHV3-73	0	0	0	0	1	0	0	0	0	1	1	1
IGHV3OR15-7	0	0	0	0	1	0	0	0	0	1	1	1
IGKV1D-42	0	0	0	0	1	0	0	0	0	1	1	1
IGKV1D-43	0	0	0	0	1	0	0	0	0	1	1	1
IGKV2D-29	0	0	0	0	1	0	0	0	0	1	1	1
IGKV3-11	0	0	0	0	1	0	0	0	0	1	1	1
IGKV3-7	0	0	0	0	1	0	0	0	0	1	1	1
IGKV3D-20	0	0	0	0	1	0	0	0	0	1	1	1
IGLL1	1	0	0	0	0	0	0	0	0	1	1	1
